from,to,conversion_factor
2012,1966,1.0348341045519274
2013,1966,1.027433551887506
2014,1966,1.0228164387639684
2015,1966,1.015080896769836
2016,1966,1.0156897575492994
2017,1966,1.0241149869140294
1962,1967,1.035369902651399
1963,1967,1.035369902651399
1964,1967,1.035369902651399
1965,1967,1.035369902651399
1966,1967,1.035369902651399
1967,1967,1
1968,1967,1.0397861172269183
1969,1967,1.0364231257188623
1970,1967,1.0501980031254567
1971,1967,1.0546429532229757
1972,1967,1.0587529859015727
1973,1967,1.0916848035810458
1974,1967,1.154043911129286
1975,1967,1.124720336828216
1976,1967,1.0969145386326704
1977,1967,1.1035383186462282
1978,1967,1.0862361818879926
1979,1967,1.101042240936484
1980,1967,1.1373631275845262
1981,1967,1.1284491271429455
1982,1967,1.1037922131698876
1983,1967,1.0937208721296852
1984,1967,1.0903986972855368
1985,1967,1.0867647174527224
1986,1967,1.0649634433157162
1987,1967,1.0697721238464266
1988,1967,1.099683825125001
1989,1967,1.146370358673259
1990,1967,1.2328597005478954
1991,1967,1.1103742379883184
1992,1967,1.1096042804578876
1993,1967,1.2079032999295152
1994,1967,1.2389418272963342
1995,1967,1.0915131196761574
1996,1967,1.0650805277611939
1997,1967,1.0472283034294643
1998,1967,1.043937957390063
1999,1967,1.0341815277985629
2000,1967,1.0368453746401993
2001,1967,1.0379265443088241
2002,1967,1.0295377225964293
2003,1967,1.0310040888613647
2004,1967,1.0317398714758126
2005,1967,1.03634617017485
2006,1967,1.037798037663388
2007,1967,1.0407167690394892
2008,1967,1.0694505280081967
2009,1967,1.0232687670545302
2010,1967,1.0299212821626715
2011,1967,1.0449698305485993
2012,1967,1.0348341045519274
2013,1967,1.027433551887506
2014,1967,1.0228164387639684
2015,1967,1.015080896769836
2016,1967,1.0156897575492994
2017,1967,1.0241149869140294
1962,1968,1.0397861172269183
1963,1968,1.0397861172269183
1964,1968,1.0397861172269183
1965,1968,1.0397861172269183
1966,1968,1.0397861172269183
1967,1968,1.0397861172269183
1968,1968,1
1969,1968,1.0364231257188623
1970,1968,1.0501980031254567
1971,1968,1.0546429532229757
1972,1968,1.0587529859015727
1973,1968,1.0916848035810458
1974,1968,1.154043911129286
1975,1968,1.124720336828216
1976,1968,1.0969145386326704
1977,1968,1.1035383186462282
1978,1968,1.0862361818879926
1979,1968,1.101042240936484
1980,1968,1.1373631275845262
1981,1968,1.1284491271429455
1982,1968,1.1037922131698876
1983,1968,1.0937208721296852
1984,1968,1.0903986972855368
1985,1968,1.0867647174527224
1986,1968,1.0649634433157162
1987,1968,1.0697721238464266
1988,1968,1.099683825125001
1989,1968,1.146370358673259
1990,1968,1.2328597005478954
1991,1968,1.1103742379883184
1992,1968,1.1096042804578876
1993,1968,1.2079032999295152
1994,1968,1.2389418272963342
1995,1968,1.0915131196761574
1996,1968,1.0650805277611939
1997,1968,1.0472283034294643
1998,1968,1.043937957390063
1999,1968,1.0341815277985629
2000,1968,1.0368453746401993
