from,to,conversion_factor
1997,1981,1.0472283034294643
1998,1981,1.043937957390063
1999,1981,1.0341815277985629
2000,1981,1.0368453746401993
2001,1981,1.0379265443088241
2002,1981,1.0295377225964293
2003,1981,1.0310040888613647
2004,1981,1.0317398714758126
2005,1981,1.03634617017485
2006,1981,1.037798037663388
2007,1981,1.0407167690394892
2008,1981,1.0694505280081967
2009,1981,1.0232687670545302
2010,1981,1.0299212821626715
2011,1981,1.0449698305485993
2012,1981,1.0348341045519274
2013,1981,1.027433551887506
2014,1981,1.0228164387639684
2015,1981,1.015080896769836
2016,1981,1.0156897575492994
2017,1981,1.0241149869140294
1962,1982,1.1037922131698876
1963,1982,1.1037922131698876
1964,1982,1.1037922131698876
1965,1982,1.1037922131698876
1966,1982,1.1037922131698876
1967,1982,1.1037922131698876
1968,1982,1.1037922131698876
1969,1982,1.1037922131698876
1970,1982,1.1037922131698876
1971,1982,1.1037922131698876
1972,1982,1.1037922131698876
1973,1982,1.1037922131698876
1974,1982,1.1037922131698876
1975,1982,1.1037922131698876
1976,1982,1.1037922131698876
1977,1982,1.1037922131698876
1978,1982,1.1037922131698876
1979,1982,1.1037922131698876
1980,1982,1.1037922131698876
1981,1982,1.1037922131698876
1982,1982,1
1983,1982,1.0937208721296852
1984,1982,1.0903986972855368
1985,1982,1.0867647174527224
1986,1982,1.0649634433157162
1987,1982,1.0697721238464266
1988,1982,1.099683825125001
1989,1982,1.146370358673259
1990,1982,1.2328597005478954
1991,1982,1.1103742379883184
1992,1982,1.1096042804578876
1993,1982,1.2079032999295152
1994,1982,1.2389418272963342
1995,1982,1.0915131196761574
1996,1982,1.0650805277611939
1997,1982,1.0472283034294643
1998,1982,1.043937957390063
1999,1982,1.0341815277985629
2000,1982,1.0368453746401993
2001,1982,1.0379265443088241
2002,1982,1.0295377225964293
2003,1982,1.0310040888613647
2004,1982,1.0317398714758126
2005,1982,1.03634617017485
2006,1982,1.037798037663388
2007,1982,1.0407167690394892
2008,1982,1.0694505280081967
2009,1982,1.0232687670545302
2010,1982,1.0299212821626715
2011,1982,1.0449698305485993
2012,1982,1.0348341045519274
2013,1982,1.027433551887506
2014,1982,1.0228164387639684
2015,1982,1.015080896769836
2016,1982,1.0156897575492994
2017,1982,1.0241149869140294
1962,1983,1.0937208721296852
1963,1983,1.0937208721296852
1964,1983,1.0937208721296852
1965,1983,1.0937208721296852
1966,1983,1.0937208721296852
1967,1983,1.0937208721296852
1968,1983,1.0937208721296852
1969,1983,1.0937208721296852
1970,1983,1.0937208721296852
1971,1983,1.0937208721296852
1972,1983,1.0937208721296852
1973,1983,1.0937208721296852
1974,1983,1.0937208721296852
1975,1983,1.0937208721296852
1976,1983,1.0937208721296852
1977,1983,1.0937208721296852
1978,1983,1.0937208721296852
1979,1983,1.0937208721296852
1980,1983,1.0937208721296852
1981,1983,1.0937208721296852
1982,1983,1.0937208721296852
1983,1983,1
1984,1983,1.0903986972855368
1985,1983,1.0867647174527224
1986,1983,1.0649634433157162
1987,1983,1.0697721238464266
1988,1983,1.099683825125001
1989,1983,1.146370358673259
1990,1983,1.2328597005478954
1991,1983,1.1103742379883184
1992,1983,1.1096042804578876
1993,1983,1.2079032999295152
1994,1983,1.2389418272963342
1995,1983,1.0915131196761574
1996,1983,1.0650805277611939
1997,1983,1.0472283034294643
1998,1983,1.043937957390063
1999,1983,1.0341815277985629
2000,1983,1.0368453746401993
2001,1983,1.0379265443088241
2002,1983,1.0295377225964293
2003,1983,1.0310040888613647
2004,1983,1.0317398714758126
2005,1983,1.03634617017485
2006,1983,1.037798037663388
2007,1983,1.0407167690394892
2008,1983,1.0694505280081967
2009,1983,1.0232687670545302
2010,1983,1.0299212821626715
2011,1983,1.0449698305485993
2012,1983,1.0348341045519274
2013,1983,1.027433551887506
2014,1983,1.0228164387639684
2015,1983,1.015080896769836
2016,1983,1.0156897575492994
2017,1983,1.0241149869140294
1962,1984,1.0903986972855368
1963,1984,1.0903986972855368
1964,1984,1.0903986972855368
1965,1984,1.0903986972855368
1966,1984,1.0903986972855368
1967,1984,1.0903986972855368
1968,1984,1.0903986972855368
1969,1984,1.0903986972855368
1970,1984,1.0903986972855368
1971,1984,1.0903986972855368
1972,1984,1.0903986972855368
1973,1984,1.0903986972855368
1974,1984,1.0903986972855368
1975,1984,1.0903986972855368
1976,1984,1.0903986972855368
1977,1984,1.0903986972855368
1978,1984,1.0903986972855368
1979,1984,1.0903986972855368
1980,1984,1.0903986972855368
1981,1984,1.0903986972855368
1982,1984,1.0903986972855368
1983,1984,1.0903986972855368
1984,1984,1
1985,1984,1.0867647174527224
1986,1984,1.0649634433157162
1987,1984,1.0697721238464266
1988,1984,1.099683825125001
1989,1984,1.146370358673259
1990,1984,1.2328597005478954
1991,1984,1.1103742379883184
1992,1984,1.1096042804578876
1993,1984,1.2079032999295152
1994,1984,1.2389418272963342
1995,1984,1.0915131196761574
1996,1984,1.0650805277611939
1997,1984,1.0472283034294643
1998,1984,1.043937957390063
1999,1984,1.0341815277985629
2000,1984,1.0368453746401993
2001,1984,1.0379265443088241
2002,1984,1.0295377225964293
2003,1984,1.0310040888613647
2004,1984,1.0317398714758126
2005,1984,1.03634617017485
2006,1984,1.037798037663388
2007,1984,1.0407167690394892
2008,1984,1.0694505280081967
2009,1984,1.0232687670545302
2010,1984,1.0299212821626715
2011,1984,1.0449698305485993
2012,1984,1.0348341045519274
2013,1984,1.027433551887506
2014,1984,1.0228164387639684
2015,1984,1.015080896769836
2016,1984,1.0156897575492994
2017,1984,1.0241149869140294
1962,1985,1.0867647174527224
1963,1985,1.0867647174527224
1964,1985,1.0867647174527224
1965,1985,1.0867647174527224
1966,1985,1.0867647174527224
1967,1985,1.0867647174527224
1968,1985,1.0867647174527224
1969,1985,1.0867647174527224
1970,1985,1.0867647174527224
1971,1985,1.0867647174527224
1972,1985,1.0867647174527224
1973,1985,1.0867647174527224
1974,1985,1.0867647174527224
1975,1985,1.0867647174527224
1976,1985,1.0867647174527224
1977,1985,1.0867647174527224
1978,1985,1.0867647174527224
1979,1985,1.0867647174527224
1980,1985,1.0867647174527224
1981,1985,1.0867647174527224
1982,1985,1.0867647174527224
1983,1985,1.0867647174527224
1984,1985,1.0867647174527224
1985,1985,1
1986,1985,1.0649634433157162
1987,1985,1.0697721238464266
1988,1985,1.099683825125001
1989,1985,1.146370358673259
1990,1985,1.2328597005478954
1991,1985,1.1103742379883184
1992,1985,1.1096042804578876
1993,1985,1.2079032999295152
1994,1985,1.2389418272963342
1995,1985,1.0915131196761574
1996,1985,1.0650805277611939
1997,1985,1.0472283034294643
1998,1985,1.043937957390063
1999,1985,1.0341815277985629
2000,1985,1.0368453746401993
2001,1985,1.0379265443088241
2002,1985,1.0295377225964293
2003,1985,1.0310040888613647
2004,1985,1.0317398714758126
2005,1985,1.03634617017485
2006,1985,1.037798037663388
2007,1985,1.0407167690394892
2008,1985,1.0694505280081967
2009,1985,1.0232687670545302
2010,1985,1.0299212821626715
2011,1985,1.0449698305485993
2012,1985,1.0348341045519274
2013,1985,1.027433551887506
2014,1985,1.0228164387639684
2015,1985,1.015080896769836
2016,1985,1.0156897575492994
2017,1985,1.0241149869140294
1962,1986,1.0649634433157162
1963,1986,1.0649634433157162
1964,1986,1.0649634433157162
1965,1986,1.0649634433157162
1966,1986,1.0649634433157162
1967,1986,1.0649634433157162
1968,1986,1.0649634433157162
1969,1986,1.0649634433157162
1970,1986,1.0649634433157162
1971,1986,1.0649634433157162
1972,1986,1.0649634433157162
1973,1986,1.0649634433157162
1974,1986,1.0649634433157162
1975,1986,1.0649634433157162
1976,1986,1.0649634433157162
1977,1986,1.0649634433157162
1978,1986,1.0649634433157162
1979,1986,1.0649634433157162
1980,1986,1.0649634433157162
1981,1986,1.0649634433157162
1982,1986,1.0649634433157162
1983,1986,1.0649634433157162
1984,1986,1.0649634433157162
1985,1986,1.0649634433157162
1986,1986,1
1987,1986,1.0697721238464266
1988,1986,1.099683825125001
1989,1986,1.146370358673259
1990,1986,1.2328597005478954
1991,1986,1.1103742379883184
1992,1986,1.1096042804578876
1993,1986,1.2079032999295152
1994,1986,1.2389418272963342
1995,1986,1.0915131196761574
1996,1986,1.0650805277611939
1997,1986,1.0472283034294643
1998,1986,1.043937957390063
1999,1986,1.0341815277985629
2000,1986,1.0368453746401993
2001,1986,1.0379265443088241
2002,1986,1.0295377225964293
2003,1986,1.0310040888613647
2004,1986,1.0317398714758126
2005,1986,1.03634617017485
2006,1986,1.037798037663388
2007,1986,1.0407167690394892
2008,1986,1.0694505280081967
2009,1986,1.0232687670545302
2010,1986,1.0299212821626715
2011,1986,1.0449698305485993
2012,1986,1.0348341045519274
2013,1986,1.027433551887506
2014,1986,1.0228164387639684
2015,1986,1.015080896769836
2016,1986,1.0156897575492994
2017,1986,1.0241149869140294
1962,1987,1.0697721238464266
1963,1987,1.0697721238464266
1964,1987,1.0697721238464266
1965,1987,1.0697721238464266
1966,1987,1.0697721238464266
1967,1987,1.0697721238464266
1968,1987,1.0697721238464266
1969,1987,1.0697721238464266
1970,1987,1.0697721238464266
1971,1987,1.0697721238464266
1972,1987,1.0697721238464266
1973,1987,1.0697721238464266
1974,1987,1.0697721238464266
1975,1987,1.0697721238464266
1976,1987,1.0697721238464266
1977,1987,1.0697721238464266
1978,1987,1.0697721238464266
1979,1987,1.0697721238464266
1980,1987,1.0697721238464266
1981,1987,1.0697721238464266
1982,1987,1.0697721238464266
1983,1987,1.0697721238464266
1984,1987,1.0697721238464266
1985,1987,1.0697721238464266
1986,1987,1.0697721238464266
1987,1987,1
1988,1987,1.099683825125001
1989,1987,1.146370358673259
1990,1987,1.2328597005478954
1991,1987,1.1103742379883184
1992,1987,1.1096042804578876
1993,1987,1.2079032999295152
1994,1987,1.2389418272963342
1995,1987,1.0915131196761574
1996,1987,1.0650805277611939
1997,1987,1.0472283034294643
1998,1987,1.043937957390063
1999,1987,1.0341815277985629
2000,1987,1.0368453746401993
2001,1987,1.0379265443088241
2002,1987,1.0295377225964293
2003,1987,1.0310040888613647
2004,1987,1.0317398714758126
2005,1987,1.03634617017485
2006,1987,1.037798037663388
2007,1987,1.0407167690394892
2008,1987,1.0694505280081967
2009,1987,1.0232687670545302
2010,1987,1.0299212821626715
2011,1987,1.0449698305485993
2012,1987,1.0348341045519274
2013,1987,1.027433551887506
2014,1987,1.0228164387639684
2015,1987,1.015080896769836
2016,1987,1.0156897575492994
2017,1987,1.0241149869140294
1962,1988,1.099683825125001
1963,1988,1.099683825125001
1964,1988,1.099683825125001
1965,1988,1.099683825125001
1966,1988,1.099683825125001
1967,1988,1.099683825125001
1968,1988,1.099683825125001
1969,1988,1.099683825125001
1970,1988,1.099683825125001
1971,1988,1.099683825125001
1972,1988,1.099683825125001
1973,1988,1.099683825125001
1974,1988,1.099683825125001
1975,1988,1.099683825125001
1976,1988,1.099683825125001
1977,1988,1.099683825125001
1978,1988,1.099683825125001
1979,1988,1.099683825125001
1980,1988,1.099683825125001
1981,1988,1.099683825125001
1982,1988,1.099683825125001
1983,1988,1.099683825125001
1984,1988,1.099683825125001
1985,1988,1.099683825125001
1986,1988,1.099683825125001
1987,1988,1.099683825125001
1988,1988,1
1989,1988,1.146370358673259
1990,1988,1.2328597005478954
1991,1988,1.1103742379883184
1992,1988,1.1096042804578876
1993,1988,1.2079032999295152
1994,1988,1.2389418272963342
1995,1988,1.0915131196761574
1996,1988,1.0650805277611939
1997,1988,1.0472283034294643
1998,1988,1.043937957390063
1999,1988,1.0341815277985629
2000,1988,1.0368453746401993
2001,1988,1.0379265443088241
2002,1988,1.0295377225964293
2003,1988,1.0310040888613647
2004,1988,1.0317398714758126
2005,1988,1.03634617017485
2006,1988,1.037798037663388
2007,1988,1.0407167690394892
2008,1988,1.0694505280081967
2009,1988,1.0232687670545302
2010,1988,1.0299212821626715
2011,1988,1.0449698305485993
2012,1988,1.0348341045519274
2013,1988,1.027433551887506
2014,1988,1.0228164387639684
2015,1988,1.015080896769836
2016,1988,1.0156897575492994
2017,1988,1.0241149869140294
1962,1989,1.146370358673259
1963,1989,1.146370358673259
1964,1989,1.146370358673259
1965,1989,1.146370358673259
1966,1989,1.146370358673259
1967,1989,1.146370358673259
1968,1989,1.146370358673259
1969,1989,1.146370358673259
1970,1989,1.146370358673259
1971,1989,1.146370358673259
1972,1989,1.146370358673259
1973,1989,1.146370358673259
1974,1989,1.146370358673259
1975,1989,1.146370358673259
1976,1989,1.146370358673259
1977,1989,1.146370358673259
1978,1989,1.146370358673259
1979,1989,1.146370358673259
1980,1989,1.146370358673259
1981,1989,1.146370358673259
1982,1989,1.146370358673259
1983,1989,1.146370358673259
1984,1989,1.146370358673259
1985,1989,1.146370358673259
1986,1989,1.146370358673259
1987,1989,1.146370358673259
1988,1989,1.146370358673259
1989,1989,1
1990,1989,1.2328597005478954
1991,1989,1.1103742379883184
1992,1989,1.1096042804578876
1993,1989,1.2079032999295152
1994,1989,1.2389418272963342
1995,1989,1.0915131196761574
1996,1989,1.0650805277611939
1997,1989,1.0472283034294643
1998,1989,1.043937957390063
1999,1989,1.0341815277985629
2000,1989,1.0368453746401993
2001,1989,1.0379265443088241
2002,1989,1.0295377225964293
2003,1989,1.0310040888613647
2004,1989,1.0317398714758126
2005,1989,1.03634617017485
2006,1989,1.037798037663388
2007,1989,1.0407167690394892
2008,1989,1.0694505280081967
2009,1989,1.0232687670545302
2010,1989,1.0299212821626715
2011,1989,1.0449698305485993
2012,1989,1.0348341045519274
2013,1989,1.027433551887506
2014,1989,1.0228164387639684
2015,1989,1.015080896769836
2016,1989,1.0156897575492994
2017,1989,1.0241149869140294
1962,1990,1.2328597005478954
1963,1990,1.2328597005478954
1964,1990,1.2328597005478954
1965,1990,1.2328597005478954
1966,1990,1.2328597005478954
1967,1990,1.2328597005478954
1968,1990,1.2328597005478954
1969,1990,1.2328597005478954
1970,1990,1.2328597005478954
1971,1990,1.2328597005478954
1972,1990,1.2328597005478954
1973,1990,1.2328597005478954
1974,1990,1.2328597005478954
1975,1990,1.2328597005478954
1976,1990,1.2328597005478954
1977,1990,1.2328597005478954
1978,1990,1.2328597005478954
1979,1990,1.2328597005478954
1980,1990,1.2328597005478954
1981,1990,1.2328597005478954
1982,1990,1.2328597005478954
1983,1990,1.2328597005478954
1984,1990,1.2328597005478954
1985,1990,1.2328597005478954
1986,1990,1.2328597005478954
1987,1990,1.2328597005478954
1988,1990,1.2328597005478954
1989,1990,1.2328597005478954
1990,1990,1
1991,1990,1.1103742379883184
1992,1990,1.1096042804578876
1993,1990,1.2079032999295152
1994,1990,1.2389418272963342
1995,1990,1.0915131196761574
1996,1990,1.0650805277611939
1997,1990,1.0472283034294643
1998,1990,1.043937957390063
1999,1990,1.0341815277985629
2000,1990,1.0368453746401993
2001,1990,1.0379265443088241
2002,1990,1.0295377225964293
2003,1990,1.0310040888613647
2004,1990,1.0317398714758126
2005,1990,1.03634617017485
2006,1990,1.037798037663388
2007,1990,1.0407167690394892
2008,1990,1.0694505280081967
2009,1990,1.0232687670545302
2010,1990,1.0299212821626715
2011,1990,1.0449698305485993
2012,1990,1.0348341045519274
2013,1990,1.027433551887506
2014,1990,1.0228164387639684
2015,1990,1.015080896769836
2016,1990,1.0156897575492994
2017,1990,1.0241149869140294
1962,1991,1.1103742379883184
1963,1991,1.1103742379883184
1964,1991,1.1103742379883184
1965,1991,1.1103742379883184
1966,1991,1.1103742379883184
1967,1991,1.1103742379883184
1968,1991,1.1103742379883184
1969,1991,1.1103742379883184
1970,1991,1.1103742379883184
1971,1991,1.1103742379883184
1972,1991,1.1103742379883184
1973,1991,1.1103742379883184
1974,1991,1.1103742379883184
1975,1991,1.1103742379883184
1976,1991,1.1103742379883184
1977,1991,1.1103742379883184
1978,1991,1.1103742379883184
1979,1991,1.1103742379883184
1980,1991,1.1103742379883184
1981,1991,1.1103742379883184
1982,1991,1.1103742379883184
1983,1991,1.1103742379883184
1984,1991,1.1103742379883184
1985,1991,1.1103742379883184
1986,1991,1.1103742379883184
1987,1991,1.1103742379883184
1988,1991,1.1103742379883184
1989,1991,1.1103742379883184
1990,1991,1.1103742379883184
1991,1991,1
1992,1991,1.1096042804578876
1993,1991,1.2079032999295152
1994,1991,1.2389418272963342
1995,1991,1.0915131196761574
1996,1991,1.0650805277611939
1997,1991,1.0472283034294643
1998,1991,1.043937957390063
1999,1991,1.0341815277985629
2000,1991,1.0368453746401993
2001,1991,1.0379265443088241
2002,1991,1.0295377225964293
2003,1991,1.0310040888613647
2004,1991,1.0317398714758126
2005,1991,1.03634617017485
2006,1991,1.037798037663388
2007,1991,1.0407167690394892
2008,1991,1.0694505280081967
2009,1991,1.0232687670545302
2010,1991,1.0299212821626715
2011,1991,1.0449698305485993
2012,1991,1.0348341045519274
2013,1991,1.027433551887506
2014,1991,1.0228164387639684
2015,1991,1.015080896769836
2016,1991,1.0156897575492994
2017,1991,1.0241149869140294
1962,1992,1.1096042804578876
1963,1992,1.1096042804578876
1964,1992,1.1096042804578876
1965,1992,1.1096042804578876
1966,1992,1.1096042804578876
1967,1992,1.1096042804578876
1968,1992,1.1096042804578876
1969,1992,1.1096042804578876
1970,1992,1.1096042804578876
1971,1992,1.1096042804578876
1972,1992,1.1096042804578876
1973,1992,1.1096042804578876
1974,1992,1.1096042804578876
1975,1992,1.1096042804578876
1976,1992,1.1096042804578876
1977,1992,1.1096042804578876
1978,1992,1.1096042804578876
1979,1992,1.1096042804578876
1980,1992,1.1096042804578876
1981,1992,1.1096042804578876
1982,1992,1.1096042804578876
1983,1992,1.1096042804578876
1984,1992,1.1096042804578876
1985,1992,1.1096042804578876
1986,1992,1.1096042804578876
1987,1992,1.1096042804578876
1988,1992,1.1096042804578876
1989,1992,1.1096042804578876
1990,1992,1.1096042804578876
1991,1992,1.1096042804578876
1992,1992,1
1993,1992,1.2079032999295152
1994,1992,1.2389418272963342
1995,1992,1.0915131196761574
1996,1992,1.0650805277611939
1997,1992,1.0472283034294643
1998,1992,1.043937957390063
1999,1992,1.0341815277985629
2000,1992,1.0368453746401993
2001,1992,1.0379265443088241
2002,1992,1.0295377225964293
2003,1992,1.0310040888613647
2004,1992,1.0317398714758126
2005,1992,1.03634617017485
2006,1992,1.037798037663388
2007,1992,1.0407167690394892
2008,1992,1.0694505280081967
2009,1992,1.0232687670545302
2010,1992,1.0299212821626715
2011,1992,1.0449698305485993
2012,1992,1.0348341045519274
2013,1992,1.027433551887506
2014,1992,1.0228164387639684
2015,1992,1.015080896769836
2016,1992,1.0156897575492994
2017,1992,1.0241149869140294
1962,1993,1.2079032999295152
1963,1993,1.2079032999295152
1964,1993,1.2079032999295152
1965,1993,1.2079032999295152
1966,1993,1.2079032999295152
1967,1993,1.2079032999295152
1968,1993,1.2079032999295152
1969,1993,1.2079032999295152
1970,1993,1.2079032999295152
1971,1993,1.2079032999295152
1972,1993,1.2079032999295152
1973,1993,1.2079032999295152
1974,1993,1.2079032999295152
1975,1993,1.2079032999295152
1976,1993,1.2079032999295152
1977,1993,1.2079032999295152
1978,1993,1.2079032999295152
1979,1993,1.2079032999295152
1980,1993,1.2079032999295152
1981,1993,1.2079032999295152
1982,1993,1.2079032999295152
1983,1993,1.2079032999295152
1984,1993,1.2079032999295152
1985,1993,1.2079032999295152
1986,1993,1.2079032999295152
1987,1993,1.2079032999295152
1988,1993,1.2079032999295152
1989,1993,1.2079032999295152
1990,1993,1.2079032999295152
1991,1993,1.2079032999295152
1992,1993,1.2079032999295152
1993,1993,1
1994,1993,1.2389418272963342
1995,1993,1.0915131196761574
1996,1993,1.0650805277611939
1997,1993,1.0472283034294643
1998,1993,1.043937957390063
1999,1993,1.0341815277985629
2000,1993,1.0368453746401993
2001,1993,1.0379265443088241
2002,1993,1.0295377225964293
2003,1993,1.0310040888613647
2004,1993,1.0317398714758126
2005,1993,1.03634617017485
2006,1993,1.037798037663388
2007,1993,1.0407167690394892
2008,1993,1.0694505280081967
2009,1993,1.0232687670545302
2010,1993,1.0299212821626715
2011,1993,1.0449698305485993
2012,1993,1.0348341045519274
2013,1993,1.027433551887506
2014,1993,1.0228164387639684
2015,1993,1.015080896769836
2016,1993,1.0156897575492994
2017,1993,1.0241149869140294
1962,1994,1.2389418272963342
1963,1994,1.2389418272963342
1964,1994,1.2389418272963342
1965,1994,1.2389418272963342
1966,1994,1.2389418272963342
1967,1994,1.2389418272963342
1968,1994,1.2389418272963342
1969,1994,1.2389418272963342
1970,1994,1.2389418272963342
1971,1994,1.2389418272963342
1972,1994,1.2389418272963342
1973,1994,1.2389418272963342
1974,1994,1.2389418272963342
1975,1994,1.2389418272963342
1976,1994,1.2389418272963342
1977,1994,1.2389418272963342
1978,1994,1.2389418272963342
1979,1994,1.2389418272963342
1980,1994,1.2389418272963342
1981,1994,1.2389418272963342
1982,1994,1.2389418272963342
1983,1994,1.2389418272963342
1984,1994,1.2389418272963342
1985,1994,1.2389418272963342
1986,1994,1.2389418272963342
1987,1994,1.2389418272963342
1988,1994,1.2389418272963342
1989,1994,1.2389418272963342
1990,1994,1.2389418272963342
1991,1994,1.2389418272963342
1992,1994,1.2389418272963342
1993,1994,1.2389418272963342
1994,1994,1
1995,1994,1.0915131196761574
1996,1994,1.0650805277611939
1997,1994,1.0472283034294643
1998,1994,1.043937957390063
1999,1994,1.0341815277985629
2000,1994,1.0368453746401993
2001,1994,1.0379265443088241
2002,1994,1.0295377225964293
2003,1994,1.0310040888613647
2004,1994,1.0317398714758126
2005,1994,1.03634617017485
2006,1994,1.037798037663388
2007,1994,1.0407167690394892
2008,1994,1.0694505280081967
2009,1994,1.0232687670545302
2010,1994,1.0299212821626715
2011,1994,1.0449698305485993
2012,1994,1.0348341045519274
2013,1994,1.027433551887506
2014,1994,1.0228164387639684
2015,1994,1.015080896769836
2016,1994,1.0156897575492994
2017,1994,1.0241149869140294
1962,1995,1.0915131196761574
1963,1995,1.0915131196761574
1964,1995,1.0915131196761574
1965,1995,1.0915131196761574
1966,1995,1.0915131196761574
1967,1995,1.0915131196761574
1968,1995,1.0915131196761574
1969,1995,1.0915131196761574
1970,1995,1.0915131196761574
1971,1995,1.0915131196761574
1972,1995,1.0915131196761574
1973,1995,1.0915131196761574
1974,1995,1.0915131196761574
1975,1995,1.0915131196761574
1976,1995,1.0915131196761574
1977,1995,1.0915131196761574
1978,1995,1.0915131196761574
1979,1995,1.0915131196761574
1980,1995,1.0915131196761574
1981,1995,1.0915131196761574
1982,1995,1.0915131196761574
1983,1995,1.0915131196761574
1984,1995,1.0915131196761574
1985,1995,1.0915131196761574
1986,1995,1.0915131196761574
1987,1995,1.0915131196761574
1988,1995,1.0915131196761574
1989,1995,1.0915131196761574
1990,1995,1.0915131196761574
1991,1995,1.0915131196761574
1992,1995,1.0915131196761574
1993,1995,1.0915131196761574
1994,1995,1.0915131196761574
1995,1995,1
1996,1995,1.0650805277611939
1997,1995,1.0472283034294643
1998,1995,1.043937957390063
1999,1995,1.0341815277985629
2000,1995,1.0368453746401993
2001,1995,1.0379265443088241
2002,1995,1.0295377225964293
2003,1995,1.0310040888613647
2004,1995,1.0317398714758126
2005,1995,1.03634617017485
2006,1995,1.037798037663388
2007,1995,1.0407167690394892
2008,1995,1.0694505280081967
2009,1995,1.0232687670545302
2010,1995,1.0299212821626715
2011,1995,1.0449698305485993
2012,1995,1.0348341045519274
2013,1995,1.027433551887506
2014,1995,1.0228164387639684
2015,1995,1.015080896769836
2016,1995,1.0156897575492994
2017,1995,1.0241149869140294
1962,1996,1.0650805277611939
1963,1996,1.0650805277611939
1964,1996,1.0650805277611939
1965,1996,1.0650805277611939
1966,1996,1.0650805277611939
1967,1996,1.0650805277611939
1968,1996,1.0650805277611939
1969,1996,1.0650805277611939
1970,1996,1.0650805277611939
1971,1996,1.0650805277611939
1972,1996,1.0650805277611939
1973,1996,1.0650805277611939
1974,1996,1.0650805277611939
1975,1996,1.0650805277611939
1976,1996,1.0650805277611939
1977,1996,1.0650805277611939
1978,1996,1.0650805277611939
1979,1996,1.0650805277611939
1980,1996,1.0650805277611939
1981,1996,1.0650805277611939
1982,1996,1.0650805277611939
1983,1996,1.0650805277611939
1984,1996,1.0650805277611939
1985,1996,1.0650805277611939
1986,1996,1.0650805277611939
1987,1996,1.0650805277611939
1988,1996,1.0650805277611939
1989,1996,1.0650805277611939
1990,1996,1.0650805277611939
1991,1996,1.0650805277611939
1992,1996,1.0650805277611939
1993,1996,1.0650805277611939
1994,1996,1.0650805277611939
1995,1996,1.0650805277611939
1996,1996,1
1997,1996,1.0472283034294643
1998,1996,1.043937957390063
1999,1996,1.0341815277985629
2000,1996,1.0368453746401993
2001,1996,1.0379265443088241
2002,1996,1.0295377225964293
2003,1996,1.0310040888613647
2004,1996,1.0317398714758126
2005,1996,1.03634617017485
2006,1996,1.037798037663388
2007,1996,1.0407167690394892
2008,1996,1.0694505280081967
2009,1996,1.0232687670545302
2010,1996,1.0299212821626715
2011,1996,1.0449698305485993
2012,1996,1.0348341045519274
2013,1996,1.027433551887506
2014,1996,1.0228164387639684
2015,1996,1.015080896769836
2016,1996,1.0156897575492994
2017,1996,1.0241149869140294
1962,1997,1.0472283034294643
1963,1997,1.0472283034294643
1964,1997,1.0472283034294643
1965,1997,1.0472283034294643
1966,1997,1.0472283034294643
1967,1997,1.0472283034294643
1968,1997,1.0472283034294643
1969,1997,1.0472283034294643
1970,1997,1.0472283034294643
1971,1997,1.0472283034294643
1972,1997,1.0472283034294643
1973,1997,1.0472283034294643
1974,1997,1.0472283034294643
1975,1997,1.0472283034294643
1976,1997,1.0472283034294643
1977,1997,1.0472283034294643
1978,1997,1.0472283034294643
1979,1997,1.0472283034294643
1980,1997,1.0472283034294643
1981,1997,1.0472283034294643
1982,1997,1.0472283034294643
1983,1997,1.0472283034294643
1984,1997,1.0472283034294643
1985,1997,1.0472283034294643
1986,1997,1.0472283034294643
1987,1997,1.0472283034294643
1988,1997,1.0472283034294643
1989,1997,1.0472283034294643
1990,1997,1.0472283034294643
1991,1997,1.0472283034294643
1992,1997,1.0472283034294643
1993,1997,1.0472283034294643
1994,1997,1.0472283034294643
1995,1997,1.0472283034294643
1996,1997,1.0472283034294643
1997,1997,1
1998,1997,1.043937957390063
1999,1997,1.0341815277985629
2000,1997,1.0368453746401993
2001,1997,1.0379265443088241
2002,1997,1.0295377225964293
2003,1997,1.0310040888613647
2004,1997,1.0317398714758126
2005,1997,1.03634617017485
2006,1997,1.037798037663388
2007,1997,1.0407167690394892
2008,1997,1.0694505280081967
2009,1997,1.0232687670545302
2010,1997,1.0299212821626715
2011,1997,1.0449698305485993
2012,1997,1.0348341045519274
2013,1997,1.027433551887506
2014,1997,1.0228164387639684
2015,1997,1.015080896769836
2016,1997,1.0156897575492994
2017,1997,1.0241149869140294
1962,1998,1.043937957390063
1963,1998,1.043937957390063
1964,1998,1.043937957390063
1965,1998,1.043937957390063
1966,1998,1.043937957390063
1967,1998,1.043937957390063
1968,1998,1.043937957390063
1969,1998,1.043937957390063
1970,1998,1.043937957390063
1971,1998,1.043937957390063
1972,1998,1.043937957390063
1973,1998,1.043937957390063
1974,1998,1.043937957390063
1975,1998,1.043937957390063
1976,1998,1.043937957390063
1977,1998,1.043937957390063
1978,1998,1.043937957390063
1979,1998,1.043937957390063
1980,1998,1.043937957390063
1981,1998,1.043937957390063
1982,1998,1.043937957390063
1983,1998,1.043937957390063
1984,1998,1.043937957390063
1985,1998,1.043937957390063
1986,1998,1.043937957390063
1987,1998,1.043937957390063
1988,1998,1.043937957390063
1989,1998,1.043937957390063
1990,1998,1.043937957390063
1991,1998,1.043937957390063
1992,1998,1.043937957390063
1993,1998,1.043937957390063
1994,1998,1.043937957390063
1995,1998,1.043937957390063
1996,1998,1.043937957390063
