country_iso,from,to,gdp_deflator
bel,1985,1986,1.027967811357781
bel,1986,1987,1.016841108793574
bel,1987,1988,1.0216898990310954
bel,1988,1989,1.0479745736166763
bel,1989,1990,1.0281240371323102
bel,1990,1991,1.02876624480388
bel,1991,1992,1.0342452455952036
bel,1992,1993,1.0399323192277683
bel,1993,1994,1.020943047756745
bel,1994,1995,1.0122076958003412
bel,1995,1996,1.0047661974091018
bel,1996,1997,1.0075762441010774
bel,1997,1998,1.0180564350098564
bel,1998,1999,1.0059889778280169
bel,1999,2000,1.0201461738713986
bel,2000,2001,1.0198280272084905
bel,2001,2002,1.01640007795198
bel,2002,2003,1.0185008868250356
bel,2003,2004,1.0191499094831145
bel,2004,2005,1.0208307421275387
bel,2005,2006,1.0226470714433402
bel,2006,2007,1.0193172111672468
bel,2007,2008,1.0190884542543854
bel,2008,2009,1.0053317939797155
bel,2009,2010,1.0189207786027008
bel,2010,2011,1.018072994675872
bel,2011,2012,1.019611193413831
bel,2012,2013,1.0127125815498337
bel,2013,2014,1.009826455545017
bel,2014,2015,1.013303861283518
bel,2015,2016,1.019208506949505
bel,2016,2017,1.0183027279601211
bel,2017,2018,1.015189199881527
bel,2018,2019,1.017540705791369
bel,2019,2020,1.0128452436495818
ben,1960,1961,1.0104143567170683
ben,1961,1962,1.0378056113597365
ben,1962,1963,1.0254904113249381
ben,1963,1964,0.9963632801702772
ben,1964,1965,1.0205762045820272
ben,1965,1966,1.0113666559869716
ben,1966,1967,1.001410724309558
ben,1967,1968,1.0327352495192104
ben,1968,1969,1.034541955220696
ben,1969,1970,1.0504704694041125
ben,1970,1971,1.015732837744548
ben,1971,1972,1.0531722607761678
ben,1972,1973,1.0482273994185864
ben,1973,1974,1.149207099039561
ben,1974,1975,1.142469357591905
ben,1975,1976,1.140354300181992
ben,1976,1977,1.0517688681539863
ben,1977,1978,1.123344589512913
ben,1978,1979,1.130046858312197
ben,1979,1980,1.101878198534386
ben,1980,1981,1.0746894826557332
ben,1981,1982,1.161482840146862
ben,1982,1983,1.0474620974218676
ben,1983,1984,1.0195358095870357
ben,1984,1985,0.9512301826498155
ben,1985,1986,0.9639582741767042
ben,1986,1987,1.030284598495958
ben,1987,1988,0.9938949309346177
ben,1988,1989,1.0222493445667866
ben,1989,1990,1.0217659692492929
ben,1990,1991,1.0075662015163844
ben,1991,1992,1.030251344649124
ben,1992,1993,1.0237832182418318
ben,1993,1994,1.350301127836754
ben,1994,1995,1.150994519080227
ben,1995,1996,1.0690729366487193
ben,1996,1997,1.0366750917412437
ben,1997,1998,1.0523160474756106
ben,1998,1999,1.4834254339081459
ben,1999,2000,1.043410556635676
ben,2000,2001,1.0197028558167254
ben,2001,2002,1.0355421325456053
ben,2002,2003,1.0306170412441227
ben,2003,2004,1.0076971100380987
ben,2004,2005,1.0429366413526147
ben,2005,2006,1.0209431707279075
ben,2006,2007,1.0039015323819573
ben,2007,2008,1.0643415220578032
ben,2008,2009,1.0253969206095486
ben,2009,2010,1.008808856704779
ben,2010,2011,1.0373308304042652
ben,2011,2012,1.0769890807691425
ben,2012,2013,1.0139729839455183
ben,2013,2014,0.9975221734611772
ben,2014,2015,1.0085150426118021
ben,2015,2016,1.0068359111127465
ben,2016,2017,0.9963210838646834
ben,2017,2018,1.006704421053138
ben,2018,2019,0.9960244554760515
ben,2019,2020,1.028780322885979
bfa,1960,1961,1.0190060824159284
bfa,1961,1962,1.0201037156928887
bfa,1962,1963,1.0514752475377194
bfa,1963,1964,1.0181221658164532
bfa,1964,1965,0.993439279818675
bfa,1965,1966,1.023031169445593
bfa,1966,1967,0.9558899159542318
bfa,1967,1968,0.9973612130450951
bfa,1968,1969,1.0691315419311773
bfa,1969,1970,1.0178342721835254
bfa,1970,1971,1.033774753251602
bfa,1971,1972,1.072966452553312
bfa,1972,1973,1.0267785896603872
bfa,1973,1974,1.110147093833148
bfa,1974,1975,1.0817615597380419
bfa,1975,1976,1.0672550566612944
bfa,1976,1977,1.186619763376398
bfa,1977,1978,1.145323254954962
bfa,1978,1979,1.07753525512579
bfa,1979,1980,1.086943685276749
bfa,1980,1981,1.1358461938201079
bfa,1981,1982,1.090465164193538
bfa,1982,1983,1.0540931696257105
bfa,1983,1984,1.0650108528790208
bfa,1984,1985,1.0075706670638982
bfa,1985,1986,0.9365432313603573
bfa,1986,1987,1.012373231729374
bfa,1987,1988,1.0340855659996422
bfa,1988,1989,1.0483162040803329
bfa,1989,1990,1.0181001542208845
bfa,1990,1991,0.9603221925173132
bfa,1991,1992,1.0022705961999687
bfa,1992,1993,0.9855816021671001
bfa,1993,1994,1.146389618841227
bfa,1994,1995,1.0676956903796038
bfa,1995,1996,1.0034870515112844
bfa,1996,1997,1.0155619984983713
bfa,1997,1998,1.0794031603070835
bfa,1998,1999,1.173908245064623
bfa,1999,2000,0.9918022681477917
bfa,2000,2001,1.0396155291715017
bfa,2001,2002,1.0305698609068348
bfa,2002,2003,1.0148472881492427
bfa,2003,2004,1.0009064858983756
bfa,2004,2005,1.0373938539728054
bfa,2005,2006,0.9933717317753344
bfa,2006,2007,1.02492349183417
bfa,2007,2008,1.0915980043749074
bfa,2008,2009,1.0240550487042772
bfa,2009,2010,1.0377961872815704
bfa,2010,2011,1.0673800480732596
bfa,2011,2012,1.0582399948795915
bfa,2012,2013,0.9787082882231255
bfa,2013,2014,0.9937961307415952
bfa,2014,2015,0.9777604582080686
bfa,2015,2016,1.0260429919226561
bfa,2016,2017,1.0141629727998107
bfa,2017,2018,1.0107396688968344
bfa,2018,2019,1.0161709395420242
bfa,2019,2020,1.0683501464966376
bgd,1960,1961,1.0625748157866617
bgd,1961,1962,1.0002222349582832
bgd,1962,1963,1.0516405902180732
bgd,1963,1964,0.9125677537587054
bgd,1964,1965,1.0793170495658833
bgd,1965,1966,1.0629618883406642
bgd,1966,1967,1.147919634515432
bgd,1967,1968,0.9423041561893432
bgd,1968,1969,1.118277158013047
bgd,1969,1970,1.0051030904864748
bgd,1970,1971,1.0296325493219125
bgd,1971,1972,1.0440201965201381
bgd,1972,1973,1.6140578327664739
bgd,1973,1974,1.445427168978638
bgd,1974,1975,1.805697564038149
bgd,1975,1976,0.823695807074057
bgd,1976,1977,0.9678984407146143
bgd,1977,1978,1.256188855872345
bgd,1978,1979,1.12564505989955
bgd,1979,1980,1.175550670900906
bgd,1980,1981,1.098946903118997
